OFFENSE,YEAR,STREET,LAT,LON
ROBBERY,2012,DUDLEY ST,42.32849135,-71.08086956
ROBBERY,2012,PARK DR,42.34197135,-71.09651955
ROBBERY,2012,TREMONT ST,42.34607829,-71.0693661
ROBBERY,2012,MONMOUTH ST,42.37940134,-71.03923957
ROBBERY,2012,DUDLEY ST,42.32104128,-71.07209693
ROBBERY,2012,TREMONT ST,42.33193579,-71.09381871
ROBBERY,2012,PAUL GORE ST,42.31972341,-71.1084199
ROBBERY,2012,SUMMER ST,42.35257134,-71.05529956
ROBBERY,2012,FALCON ST,42.38197634,-71.03476457
ROBBERY,2012,BLUE HILL AV,42.26959636,-71.09377455
ROBBERY,2012,DORCHESTER AV,42.28831136,-71.06358456
ROBBERY,2012,COLUMBIA RD,42.31576135,-71.06645456
ROBBERY,2012,COMMONWEALTH AV,42.35057635,-71.08372456
ROBBERY,2012,HIGHLAND ST,42.32386136,-71.09326956
ROBBERY,2012,MARKET ST,42.35355135,-71.15071953
ROBBERY,2012,TONAWANDA ST,42.29840138,-71.06817959
ROBBERY,2012,MASSACHUSETTS AV,42.32929635,-71.06899456
ROBBERY,2012,MELVILLE AV,42.29378636,-71.07002457
ROBBERY,2012,WASHINGTON ST,42.32974135,-71.08452455
ROBBERY,2012,EDWARDSON ST,42.26383137,-71.11035955
ROBBERY,2012,MOHAWK ST,42.32893635,-71.05571956
ROBBERY,2012,MASSACHUSETTS AV,42.32731635,-71.06731956
ROBBERY,2012,MERIDIAN ST,42.37595634,-71.03911957
ROBBERY,2012,WESTWIND RD,42.32068135,-71.04271457
ROBBERY,2012,CHELSEA ST,42.37405634,-71.03392957
ROBBERY,2012,PEARL ST,42.31491136,-71.05833456
ROBBERY,2012,BENNINGTON ST,42.37723634,-71.03269957
ROBBERY,2012,SCHOOL ST,42.35754362,-71.05886606
ROBBERY,2012,MT VERNON ST,42.31906135,-71.04578956
ROBBERY,2012,CAROLINA AV,42.30765136,-71.11546955
ROBBERY,2012,TALBOT AV,42.29174136,-71.07718956
ROBBERY,2012,DORCHESTER AV,42.30755136,-71.05844957
ROBBERY,2012,HILLSIDE ST,42.33011906,-71.10136665
ROBBERY,2012,ARLINGTON ST,42.34839135,-71.06926957
ROBBERY,2012,DORCHESTER AV,42.29429635,-71.06191456
ROBBERY,2012,HOSMER ST,42.28079637,-71.09039953
ROBBERY,2012,LONGWOOD AV,42.34033135,-71.10985955
ROBBERY,2012,WESTVILLE ST,42.30011498,-71.07108061
ROBBERY,2012,GALLIVAN BL,42.28339136,-71.05002457
ROBBERY,2012,DORCHESTER AV,42.28988136,-71.06313956
ROBBERY,2012,WASHINGTON ST,42.29300635,-71.07184956
ROBBERY,2012,ALLEGHANY ST,42.33061136,-71.09969454
ROBBERY,2012,STATE ST,42.35878634,-71.05740456
ROBBERY,2012,ASHMONT ST,42.28537136,-71.07119956
ROBBERY,2012,GENEVA AV,42.29848136,-71.06315456
ROBBERY,2012,COLUMBUS AV,42.31375635,-71.09578955
ROBBERY,2012,DORCHESTER ST,42.33091635,-71.05422956
ROBBERY,2012,EVANS ST,42.28306136,-71.07676956
ROBBERY,2012,OLNEY ST,42.30547923,-71.07267361
ROBBERY,2012,ASHMONT ST,42.28516136,-71.06775956
ROBBERY,2012,HUNTINGTON AV,42.33534135,-71.10144955
ROBBERY,2012,ATLANTIC AV,42.35262135,-71.05542957
ROBBERY,2012,WASHINGTON ST,42.29523136,-71.07208456
ROBBERY,2012,MAVERICK SQ,42.36897634,-71.03941457
ROBBERY,2012,SEAVER ST,42.30869467,-71.09044998
ROBBERY,2012,CENTRAL SQ,42.37468775,-71.03891217
ROBBERY,2012,CUMMINS HY,42.26795957,-71.09472696
ROBBERY,2012,MOSELEY ST,42.32068135,-71.05436956
ROBBERY,2012,TREMONT ST,42.33623135,-71.08584956
ROBBERY,2012,MASSACHUSETTS AV,42.32549135,-71.06574955
ROBBERY,2012,MEDFORD ST,42.37914134,-71.05716957
ROBBERY,2012,WASHINGTON ST,42.27353589,-71.07003285
ROBBERY,2012,PIE AL,42.35815134,-71.05878456
ROBBERY,2012,DEVINE WY,42.32858135,-71.05497456
ROBBERY,2012,TREMONT ST,42.33388135,-71.10399454
ROBBERY,2012,GARNER RD,42.35368135,-71.12831454
ROBBERY,2012,NORFOLK ST,42.27923636,-71.08928456
ROBBERY,2012,WATER ST,42.35812185,-71.05467994
ROBBERY,2012,CHELSEA ST,42.37515634,-71.03263458
ROBBERY,2012,SOUTH ST,42.35015634,-71.05749456
ROBBERY,2012,MONADNOCK ST,42.31799135,-71.06728957
ROBBERY,2012,SAUNDERS ST,42.3534088,-71.14208761
ROBBERY,2012,RIVER ST,42.25938275,-71.11729354
ROBBERY,2012,CENTRE ST,42.29383635,-71.06124956
ROBBERY,2012,DUNLAP ST,42.29278579,-71.07330446
ROBBERY,2012,TRUMAN PY,42.25196296,-71.11916996
ROBBERY,2012,BOWDOIN ST,42.30701635,-71.06616956
ROBBERY,2012,FAYWOOD AV,42.39214002,-71.00887398
ROBBERY,2012,SHARP ST,42.29259136,-71.06700957
ROBBERY,2012,ORLANDO ST,42.27479636,-71.09883957
ROBBERY,2012,BLUE HILL AV,42.30397135,-71.08486956
ROBBERY,2012,TREMONT ST,42.33940135,-71.08011956
ROBBERY,2012,NEWBURY ST,42.35226635,-71.07250956
ROBBERY,2012,WASHINGTON ST,42.35823137,-71.05792977
ROBBERY,2012,TREMONT ST,42.35634134,-71.06208456
ROBBERY,2012,DORCHESTER AV,42.31659138,-71.05668715
ROBBERY,2012,COMMONWEALTH AV,42.35048135,-71.13105954
ROBBERY,2012,HARVARD ST,42.29714635,-71.07667956
ROBBERY,2012,BOYLSTON ST,42.35237134,-71.06490456
ROBBERY,2012,COLUMBIA RD,42.30984135,-71.07284956
ROBBERY,2012,AUCKLAND ST,42.31046635,-71.05676457
ROBBERY,2012,DARTMOUTH ST,42.34583135,-71.07525956
ROBBERY,2012,COLUMBIA RD,42.3061281,-71.07799887
ROBBERY,2012,DITSON ST,42.30150635,-71.06417956
ROBBERY,2012,GLENVILLE AV,42.35089635,-71.13198454
ROBBERY,2012,HIGHGATE ST,42.35508867,-71.13173567
ROBBERY,2012,SHAWMUT AV,42.33566135,-71.08045956
ROBBERY,2012,HUDSON ST,42.35071134,-71.06006956
ROBBERY,2012,COLUMBIA RD,42.32000733,-71.0591838
ROBBERY,2012,MASSACHUSETTS AV,42.3399307,-71.08097569
ROBBERY,2012,NORFOLK ST,42.27783136,-71.09097956
ROBBERY,2012,HOWARD AV,42.31943135,-71.07237956
ROBBERY,2012,JAMAICA ST,42.30546363,-71.11627905
ROBBERY,2012,GENEVA AV,42.29848136,-71.06315456
ROBBERY,2012,FREDERIKA ST,42.28347136,-71.05908957
ROBBERY,2012,SACHEM ST,42.33102635,-71.10532455
ROBBERY,2012,NEWPORT ST,42.31801471,-71.05404178
ROBBERY,2012,BARRY ST,42.30742635,-71.07015956
ROBBERY,2012,MASSACHUSETTS AV,42.33151135,-71.07083456
ROBBERY,2012,HYDE PARK AV,42.26701069,-71.12097728
ROBBERY,2012,BOYLSTON ST,42.35237134,-71.06490456
ROBBERY,2012,COLUMBUS AV,42.33786135,-71.08544455
ROBBERY,2012,LOMBARD ST,42.28571136,-71.06175957
ROBBERY,2012,LONDON ST,42.37331134,-71.03902957
ROBBERY,2012,BERKELEY ST,42.35202135,-71.07344956
ROBBERY,2012,RUGGLES ST,42.33450135,-71.08950956
ROBBERY,2012,FULLER ST,42.2836616,-71.06589348
ROBBERY,2012,BOYLSTON ST,42.35237134,-71.06490456
ROBBERY,2012,MASSACHUSETTS AV,42.33325635,-71.07289955
ROBBERY,2012,OLD COLONY AV,42.32657135,-71.05252956
ROBBERY,2012,CENTRAL AV,42.25934136,-71.12029955
ROBBERY,2012,BUSINESS ST,42.25234721,-71.12821136
ROBBERY,2012,BOYLSTON ST,42.34652135,-71.09043955
ROBBERY,2012,PARK DR,42.34321135,-71.09455955
ROBBERY,2012,MASSACHUSETTS AV,42.33490135,-71.07516956
ROBBERY,2012,FRANCIS ST,42.33546135,-71.10691954
ROBBERY,2012,TOWNSEND ST,42.31810643,-71.09023792
ROBBERY,2012,CENTRE ST,42.32276135,-71.10442455
ROBBERY,2012,HARVARD AV,42.34902135,-71.12987954
ROBBERY,2012,GLENVILLE AV,42.35113135,-71.13142954
ROBBERY,2012,HEATH ST,42.32623635,-71.10315955
ROBBERY,2012,CHARLES ST,42.30013136,-71.06338957
ROBBERY,2012,IDAHO ST,42.2727368,-71.07640917
ROBBERY,2012,BOYLSTON ST,42.34689135,-71.08920955
ROBBERY,2012,EDWIN ST,42.28941636,-71.06051457
ROBBERY,2012,CHENEY ST,42.30918135,-71.08488455
ROBBERY,2012,COLUMBUS AV,42.34811134,-71.07241456
ROBBERY,2012,NORFOLK ST,42.27783136,-71.09097956
ROBBERY,2012,HAVILAND ST,42.34636135,-71.08925955
ROBBERY,2012,DORCHESTER AV,42.28744136,-71.06382957
ROBBERY,2012,SHAWMUT AV,42.33566135,-71.08045956
ROBBERY,2012,GALLIVAN BL,42.28260136,-71.05613457
ROBBERY,2012,POPLAR ST,42.28591027,-71.12887946
ROBBERY,2012,DITMUS CT,42.33716135,-71.08260955
ROBBERY,2012,ROSECLAIR ST,42.32086086,-71.06007161
ROBBERY,2012,ADAMS ST,42.29726136,-71.05662957
ROBBERY,2012,BEACON ST,42.35191135,-71.08549956
ROBBERY,2012,LEXINGTON ST,42.37713134,-71.03989957
ROBBERY,2012,BLUE HILL AV,42.27058636,-71.09360455
ROBBERY,2012,ST STEPHEN ST,42.33856635,-71.09007455
ROBBERY,2012,GENEVA AV,42.30107136,-71.06751957
ROBBERY,2012,SPENCER ST,42.29201766,-71.07544791
ROBBERY,2012,PARKER ST,42.33514135,-71.09477955
ROBBERY,2012,WASHINGTON ST,42.30383135,-71.07886456
ROBBERY,2012,WASHINGTON ST,42.34839135,-71.06412957
ROBBERY,2012,BLUE HILL AV,42.29815136,-71.08701956
ROBBERY,2012,COLEMAN ST,42.30775136,-71.06682957
ROBBERY,2012,MAGNOLIA ST,42.31035135,-71.07467956
ROBBERY,2012,TRULL ST,42.31248434,-71.06546278
ROBBERY,2012,WASHINGTON ST,42.33767135,-71.07532956
ROBBERY,2012,EVERETT ST,42.36643134,-71.03229957
ROBBERY,2012,PRINCETON ST,42.37955134,-71.03057457
ROBBERY,2012,FULLER ST,42.28311636,-71.06766456
ROBBERY,2012,E BROOKLINE ST,42.33920635,-71.07202956
ROBBERY,2012,ELM HILL AV,42.30958136,-71.08743956
ROBBERY,2012,TRENTON ST,42.37818634,-71.03833957
ROBBERY,2012,MASSACHUSETTS AV,42.34728135,-71.08772955
ROBBERY,2012,MASSACHUSETTS AV,42.34185635,-71.08364455
ROBBERY,2012,W CONCORD ST,42.33960135,-71.07699955
ROBBERY,2012,COLUMBUS AV,42.33930135,-71.08330956
ROBBERY,2012,WORCESTER ST,42.33823135,-71.07665956
ROBBERY,2012,COLUMBIA RD,42.3164411,-71.06582908
ROBBERY,2012,BOWDOIN ST,42.36054634,-71.06290456
ROBBERY,2012,WASHINGTON ST,42.30081135,-71.11296955
ROBBERY,2012,DORCHESTER AV,42.28865136,-71.06348957
ROBBERY,2012,DORCHESTER AV,42.30558135,-71.05888456
ROBBERY,2012,KNAPP ST,42.35072135,-71.06220956
ROBBERY,2012,GREENWOOD ST,42.30261635,-71.07916956
ROBBERY,2012,COLUMBIA RD,42.30922135,-71.07383456
ROBBERY,2012,SOUTH ST,42.28838136,-71.13538954
ROBBERY,2012,PARK ST,42.35644135,-71.06197957
ROBBERY,2012,RIVER ST,42.24639137,-71.13628955
ROBBERY,2012,WARREN ST,42.31981136,-71.08138956
ROBBERY,2012,MASSACHUSETTS AV,42.33325635,-71.07289955
ROBBERY,2012,COMMERCIAL ST,42.36719134,-71.05247957
ROBBERY,2012,CLEARWAY ST,42.34543135,-71.08675956
ROBBERY,2012,MASSACHUSETTS AV,42.34071135,-71.08193455
ROBBERY,2012,SYDNEY ST,42.31590135,-71.05257456
ROBBERY,2012,W 7TH ST,42.33501635,-71.05191956
ROBBERY,2012,GORDON ST,42.35367156,-71.140722
ROBBERY,2012,PRINCETON ST,42.37916134,-71.03163957
ROBBERY,2012,MAGNOLIA ST,42.31475635,-71.07160956
ROBBERY,2012,HUDSON ST,42.35071134,-71.06006956
ROBBERY,2012,VIRGINIA ST,42.31619136,-71.06784957
ROBBERY,2012,DORCHESTER AV,42.32683135,-71.05687957
ROBBERY,2012,AMERICAN LEGION HY,42.27785639,-71.11616328
ROBBERY,2012,METROPOLITAN AV,42.28075636,-71.13254453
ROBBERY,2012,BLUE HILL AV,42.29324136,-71.08855455
ROBBERY,2012,COLUMBIA RD,42.31700135,-71.06508957
ROBBERY,2012,HARRISON AV,42.33490135,-71.07516956
ROBBERY,2012,DORCHESTER AV,42.28395136,-71.06479957
ROBBERY,2012,LYON ST,42.30637017,-71.06020789
ROBBERY,2012,COLUMBIA RD,42.31508477,-71.06683616
ROBBERY,2012,GENEVA AV,42.30107136,-71.06751957
ROBBERY,2012,MORRISSEY BL,42.29684981,-71.04895284
ROBBERY,2012,GREENVILLE ST,42.32723569,-71.08059616
ROBBERY,2012,BOSTON ST,42.32780135,-71.05798456
ROBBERY,2012,DELHI ST,42.27605136,-71.08962456
ROBBERY,2012,BOSTON ST,42.32780135,-71.05798456
ROBBERY,2012,MUSEUM RD,42.33856135,-71.09584955
ROBBERY,2012,GARDNER ST,42.32945135,-71.09393955
ROBBERY,2012,WINTHROP ST,42.32561361,-71.07976524
ROBBERY,2012,WINTHROP ST,42.32561361,-71.07976524
ROBBERY,2012,BERKELEY ST,42.34525135,-71.06981956
ROBBERY,2012,MASSACHUSETTS AV,42.32731635,-71.06731956
ROBBERY,2012,CENTRE ST,42.32968135,-71.09319955
ROBBERY,2012,KNEELAND ST,42.35063634,-71.06184956
ROBBERY,2012,INDIA ST,42.35789135,-71.05130957
ROBBERY,2012,SAVIN HILL AV,42.31127531,-71.05314298
ROBBERY,2012,BLUE HILL AV,42.31904136,-71.07775956
ROBBERY,2012,MOZART ST,42.32148635,-71.10470455
ROBBERY,2012,CUMMINS HY,42.28446136,-71.12509955
ROBBERY,2012,DARTMOUTH ST,42.35066134,-71.07763955
ROBBERY,2012,BLUE HILL AV,42.30397135,-71.08486956
ROBBERY,2012,BEACON ST,42.33627635,-71.14850953
ROBBERY,2012,CHELSEA ST,42.38257403,-71.02407272
ROBBERY,2012,GLADSTONE ST,42.38913565,-71.00171995
ROBBERY,2012,BYRON ST,42.38438558,-71.01831507
ROBBERY,2012,BERKELEY ST,42.34696135,-71.07094956
ROBBERY,2012,H ST,42.33094135,-71.04138957
ROBBERY,2012,BABSON ST,42.27649137,-71.09266956
ROBBERY,2012,VALLAR RD,42.39262966,-71.00843603
ROBBERY,2012,PARIS ST,42.37442134,-71.03529458
ROBBERY,2012,BROOKS ST,42.37808134,-71.03449957
ROBBERY,2012,WASHINGTON ST,42.33599135,-71.07765956
ROBBERY,2012,LOGAN WY,42.32779635,-71.05437456
ROBBERY,2012,RUTLAND SQ,42.34238722,-71.0788506
ROBBERY,2012,WELLINGTON ST,42.34153591,-71.08179542
ROBBERY,2012,ANDERSON ST,42.36060634,-71.06779456
ROBBERY,2012,WASHINGTON ST,42.34868134,-71.06401456
ROBBERY,2012,COLUMBIA RD,42.3065968,-71.07708825
ROBBERY,2012,MERIDIAN ST,42.37674138,-71.03915227
ROBBERY,2012,COMMERCIAL ST,42.36749032,-71.05777014
ROBBERY,2012,NORTHAMPTON ST,42.33461135,-71.07598456
ROBBERY,2012,BEACON ST,42.35614135,-71.06941956
ROBBERY,2012,TREMONT ST,42.33388135,-71.10399454
ROBBERY,2012,MASSACHUSETTS AV,42.33236135,-71.07191956
ROBBERY,2012,TALBOT AV,42.29023136,-71.07210956
ROBBERY,2012,ARLINGTON ST,42.26248137,-71.12077955
ROBBERY,2012,BOYLSTON ST,42.35237134,-71.06490456
ROBBERY,2012,DITSON ST,42.30083136,-71.06379957
ROBBERY,2012,SARATOGA ST,42.38293953,-70.99598192
ROBBERY,2012,KILMARNOCK ST,42.34266635,-71.09938455
ROBBERY,2012,WOODROW AV,42.28572636,-71.09031956
ROBBERY,2012,CONDOR ST,42.38261134,-71.03476457
ROBBERY,2012,LONG WHRF,42.35975135,-71.05091957
ROBBERY,2012,W BROOKLINE ST,42.34259296,-71.07599153
ROBBERY,2012,PREBLE ST,42.32923635,-71.05276456
ROBBERY,2012,GLENDALE ST,42.31307204,-71.06931498
ROBBERY,2012,HUNTINGTON AV,42.33349135,-71.10609955
ROBBERY,2012,NORFOLK ST,42.32460135,-71.06871957
ROBBERY,2012,HANCOCK ST,42.31220635,-71.06390456
ROBBERY,2012,ELMER RD,42.28634136,-71.05868456
ROBBERY,2012,LAMARTINE ST,42.31897136,-71.10356955
ROBBERY,2012,CENTRE ST,42.32283635,-71.10382955
ROBBERY,2012,COLUMBIA RD,42.31320635,-71.06801956
ROBBERY,2012,SHEPARD ST,42.34743135,-71.15020454
ROBBERY,2012,FENWAY,42.34442135,-71.09076955
ROBBERY,2012,WASHINGTON ST,42.30081135,-71.11296955
ROBBERY,2012,VIRGINIA ST,42.31535065,-71.06859975
ROBBERY,2012,HARRISON AV,42.33044723,-71.08165603
ROBBERY,2012,COMMONWEALTH AV,42.35145135,-71.08046956
ROBBERY,2012,COLUMBIA RD,42.31320635,-71.06822456
ROBBERY,2012,WASHINGTON ST,42.33623635,-71.07735456
ROBBERY,2012,DORCHESTER AV,42.30174135,-71.05975456
ROBBERY,2012,WASHINGTON ST,42.35647634,-71.05929456
ROBBERY,2012,SAVIN ST,42.31519136,-71.07850956
ROBBERY,2012,RUGGLES ST,42.33587135,-71.09081955
ROBBERY,2012,COLUMBUS AV,42.31459635,-71.09678955
ROBBERY,2012,LONDON ST,42.37382134,-71.03840957
ROBBERY,2012,SAWYER AV,42.31271136,-71.05885957
ROBBERY,2012,ARBORWAY,42.3079609,-71.11968491
ROBBERY,2012,BOYLSTON ST,42.35237134,-71.06490456
ROBBERY,2012,SYDNEY ST,42.31656635,-71.05259956
ROBBERY,2012,TREMONT ST,42.33388135,-71.10399454
ROBBERY,2012,CENTRE ST,42.29470636,-71.05798956
ROBBERY,2012,CASTLE CT,42.34509635,-71.06745956
ROBBERY,2012,MASSACHUSETTS AV,42.34154635,-71.08318955
ROBBERY,2012,SAWYER AV,42.31285523,-71.06285427
ROBBERY,2012,HAROLD ST,42.31295136,-71.09259956
ROBBERY,2012,DORCHESTER AV,42.28576136,-71.06427957
ROBBERY,2012,SURFACE RD,42.36011634,-71.05723956
ROBBERY,2012,TREMONT ST,42.34412135,-71.07132956
ROBBERY,2012,COPELAND ST,42.32170135,-71.08190956
ROBBERY,2012,DORCHESTER AV,42.31946135,-71.05675456
ROBBERY,2012,DRAPER ST,42.30165502,-71.06328466
ROBBERY,2012,DRAPER ST,42.30135136,-71.06304957
ROBBERY,2012,BOYLSTON ST,42.35006135,-71.07737956
ROBBERY,2012,WINTER ST,42.35553634,-71.06071956
ROBBERY,2012,METROPOLITAN AV,42.27029137,-71.12060955
ROBBERY,2012,KNEELAND ST,42.35010135,-71.05976957
ROBBERY,2012,SHAFTER ST,42.29892545,-71.07692328
ROBBERY,2012,HUNTINGTON AV,42.34283135,-71.08498955
ROBBERY,2012,E COTTAGE ST,42.32135135,-71.07218956
ROBBERY,2012,CENTRE STREET TR,42.32281635,-71.10085955
ROBBERY,2012,CENTRE ST,42.32283635,-71.10382955
ROBBERY,2012,BLUE HILL AV,42.32285136,-71.07667956
ROBBERY,2012,CEDAR ST,42.32542551,-71.09136437
ROBBERY,2012,MARLBOROUGH ST,42.35037635,-71.08784956
ROBBERY,2012,TRUMAN PY,42.24122921,-71.12625579
ROBBERY,2012,E ST,42.34347635,-71.04268459
ROBBERY,2012,NAZING ST,42.30661328,-71.08584104
ROBBERY,2012,HIGH ST,42.35660969,-71.05187589
ROBBERY,2012,TREMONT ST,42.33480635,-71.08864455
ROBBERY,2012,TREMONT ST,42.35644135,-71.06197957
ROBBERY,2012,WASHINGTON ST,42.33488635,-71.07901956
ROBBERY,2012,BOURNESIDE ST,42.29657136,-71.06263957
ROBBERY,2012,UNION ST,42.36059634,-71.05673456
ROBBERY,2012,FESSENDEN ST,42.27856075,-71.092001
ROBBERY,2012,WASHINGTON ST,42.33551635,-71.07824956
ROBBERY,2012,ATHENS ST,42.33870806,-71.04958255
ROBBERY,2012,BLUE HILL AV,42.29005136,-71.08944455
ROBBERY,2012,BOYLSTON ST,42.35013134,-71.07714456
ROBBERY,2012,SCHUYLER ST,42.30815136,-71.08517956
ROBBERY,2012,FULLER ST,42.2836616,-71.06589348
ROBBERY,2012,ASHMONT ST,42.28576136,-71.06427957
ROBBERY,2012,PRINCETON ST,42.37681634,-71.03789458
ROBBERY,2012,JOSEPH ST,42.28975636,-71.06608456
ROBBERY,2012,KERR WY,42.33427135,-71.08498955
ROBBERY,2012,CHELSEA ST,42.37282134,-71.03541958
ROBBERY,2012,DORCHESTER ST,42.33328462,-71.05030341
ROBBERY,2012,ASPINWALL RD,42.29135136,-71.07436956
ROBBERY,2012,STATE ST,42.35878634,-71.05740456
ROBBERY,2012,WASHINGTON ST,42.35452134,-71.06142456
ROBBERY,2012,MALCOLM X BL,42.33109591,-71.09038894
ROBBERY,2012,MALCOLM X BL,42.33109591,-71.09038894
ROBBERY,2012,NORWELL ST,42.30027181,-71.07883611
ROBBERY,2012,DEVON ST,42.31036777,-71.08056819
ROBBERY,2012,CAMBRIDGE STREET AV,42.35313135,-71.13851453
ROBBERY,2012,ORTON MAROTTA WY,42.33829635,-71.05538956
ROBBERY,2012,COLUMBUS AV,42.32815135,-71.09699955
ROBBERY,2012,ADAMS ST,42.29930136,-71.05815957
ROBBERY,2012,CENTRE ST,42.32281635,-71.10085955
ROBBERY,2012,E 7TH ST,42.33528135,-71.05233957
ROBBERY,2012,BLOSSOM ST,42.36168634,-71.06688456
ROBBERY,2012,ALBANY ST,42.33880135,-71.06601956
ROBBERY,2012,MONADNOCK ST,42.31799135,-71.06728957
ROBBERY,2012,BEACON ST,42.34832135,-71.09898955
ROBBERY,2012,E COTTAGE ST,42.32005245,-71.06101624
ROBBERY,2012,BRIGHTON AV,42.35299135,-71.13208954
ROBBERY,2012,E COTTAGE ST,42.32136135,-71.06579957
ROBBERY,2012,CENTRE ST,42.32227635,-71.10883455
ROBBERY,2012,SALEM ST,42.36552634,-71.05526956
ROBBERY,2012,DORCHESTER AV,42.28984136,-71.06314957
ROBBERY,2012,TREMONT ST,42.33388135,-71.10399454
ROBBERY,2012,BOYLSTON ST,42.34865634,-71.08256955
ROBBERY,2012,COLUMBIA RD,42.31508477,-71.06683616
ROBBERY,2012,FULLER ST,42.28071137,-71.07712957
ROBBERY,2012,TREMONT ST,42.33194923,-71.094024
ROBBERY,2012,FLORIAN ST,42.28672137,-71.11868955
ROBBERY,2012,TREMONT ST,42.34468697,-71.07038662
ROBBERY,2012,NEWBURY ST,42.34846635,-71.08665456
ROBBERY,2012,PARKER ST,42.33229135,-71.09676455
ROBBERY,2012,TREMONT ST,42.35624135,-71.06218957
ROBBERY,2012,CAMBRIDGE ST,42.35925134,-71.05941456
ROBBERY,2012,BENNINGTON ST,42.37688134,-71.03370957
ROBBERY,2012,FALCON ST,42.38196635,-71.03185957
ROBBERY,2012,JOSEPHINE ST,42.30052136,-71.06494457
ROBBERY,2012,TREMLETT ST,42.29470636,-71.07057957
ROBBERY,2012,LONGWOOD AV,42.33594135,-71.10033955
ROBBERY,2012,WARREN ST,42.31738635,-71.08225955
ROBBERY,2012,ADAMS ST,42.27130697,-71.06814847
ROBBERY,2012,CENTRAL SQ,42.37505388,-71.03886721
ROBBERY,2012,BLOOMFIELD ST,42.29908139,-71.0683246
ROBBERY,2012,TREMONT ST,42.33488135,-71.08876455
ROBBERY,2012,WORCESTER ST,42.34009135,-71.07881956
ROBBERY,2012,MATHER ST,42.29446666,-71.0642023
ROBBERY,2012,BURKE ST,42.33195135,-71.05212956
ROBBERY,2012,WARREN ST,42.30950135,-71.08271455
ROBBERY,2012,DORCHESTER AV,42.33012135,-71.05598957
ROBBERY,2012,BOYLSTON ST,42.34609161,-71.09378346
ROBBERY,2012,WALNUT PARK,42.31564135,-71.09648954
ROBBERY,2012,FIDELIS WY,42.3453122,-71.14293624
ROBBERY,2012,SAWYER AV,42.31287935,-71.05961538
ROBBERY,2012,AUCKLAND ST,42.31115136,-71.05662957
ROBBERY,2012,MASSACHUSETTS AV,42.34283135,-71.08498955
ROBBERY,2012,COLUMBIA RD,42.31508477,-71.06683616
ROBBERY,2012,WASHINGTON ST,42.27877136,-71.06950957
ROBBERY,2012,KNEELAND ST,42.34967135,-71.05759957
ROBBERY,2012,ATLANTIC AV,42.35271634,-71.05532956
ROBBERY,2012,TREMONT ST,42.35435802,-71.0637575
ROBBERY,2012,BLUE HILL AV,42.29843635,-71.08672955
ROBBERY,2012,FOLLEN ST,42.34508135,-71.07985955
ROBBERY,2012,SAVIN HILL AV,42.31285136,-71.05805957
ROBBERY,2012,OLD COLONY AV,42.32923635,-71.05276456
ROBBERY,2012,CHELSEA ST,42.37918221,-71.02795008
ROBBERY,2012,DORCHESTER AV,42.30782135,-71.05838956
ROBBERY,2012,WASHINGTON ST,42.34395135,-71.06592957
